iter	RMSE
327	0.002094293084
328	0.002092736919
329	0.002090148215
330	0.002089358902
331	0.002087769109
332	0.002082615535
333	0.002080868084
334	0.002076444602
335	0.002066281221
336	0.002065583903
337	0.002064883546
338	0.002063474293
339	0.002061542146
340	0.002060209626
341	0.002058425703
342	0.002057021211
343	0.002055704765
344	0.002053785656
345	0.002052176135
346	0.002050127358
347	0.002048895376
348	0.002047378803
349	0.00204622732
350	0.002044103996
351	0.002042271275
352	0.002032568682
353	0.002027338568
354	0.002026881842
355	0.002025798076
356	0.002020764723
357	0.002019974521
358	0.0020180767
359	0.002017009797
360	0.002015857365
361	0.002015306945
362	0.002013788456
363	0.002013173415
364	0.002005975721
365	0.002004862903
366	0.001996189531
367	0.001994795019
368	0.001993191523
369	0.001988252226
370	0.001987195089
371	0.001984756596
372	0.001983540042
373	0.001982527415
374	0.00198185883
375	0.001981231512
376	0.001980427619
377	0.001979984492
378	0.00197872856
379	0.001977960681
380	0.001977084351
381	0.001975375381
382	0.001973508165
383	0.001971746314
384	0.001967204572
385	0.001966471691
386	0.001964551096
387	0.001963579871
388	0.001962455661
389	0.001961189949
390	0.001960201126
391	0.001957441352
392	0.001956309734
393	0.001955245437
394	0.001951728461
395	0.001951309162
396	0.00194628876
397	0.001944243859
398	0.00194323278
399	0.001942096086
400	0.001941622475
401	0.001940631988
402	0.001939124453
403	0.001935128963
404	0.001934626119
405	0.001934135244
406	0.001933209641
407	0.001931081227
408	0.001930597732
409	0.001928574228
410	0.001926770785
411	0.001922728957
412	0.001921899888
413	0.00191989764
414	0.001919054217
415	0.00191819233
416	0.001913611859
417	0.001912963979
418	0.001912061342
419	0.00191070059
420	0.001910074332
421	0.001909010301
422	0.001907998593
423	0.001905446862
424	0.001904171083
425	0.001903503575
426	0.001902752246
427	0.001900247577
428	0.001899723914
429	0.001897316148
430	0.0018966467
431	0.001896128805
432	0.001893682418
433	0.001892701054
434	0.001891985268
435	0.001890341629
436	0.001887092155
437	0.001885151086
438	0.001884846499
439	0.001883974996
440	0.001883581682
441	0.001883174398
442	0.001882057031
443	0.001881036293
444	0.001879558498
445	0.001875363639
446	0.001874209165
447	0.001873836212
448	0.001873038584
449	0.001872604903
450	0.001872047975
451	0.001870989059
452	0.001870178579
453	0.001865179379
454	0.001864934562
455	0.001864435125
456	0.001863694679
457	0.001862747245
458	0.001861746354
459	0.001860866445
460	0.001859985947
461	0.001858419252
462	0.001857238918
463	0.00185635884
464	0.001852624875
465	0.001851994404
466	0.00185102972
467	0.00185035613
468	0.001848636339
469	0.001845841588
470	0.001837914794
471	0.001837141034
472	0.001836610825
473	0.001836031927
474	0.001835628529
475	0.001834622236
476	0.001832874707
477	0.001832581258
478	0.001830979582
479	0.001830089154
480	0.001828311121
481	0.001828051981
482	0.001827454629
483	0.00182491436
484	0.001823860334
485	0.001819289747
486	0.001818698539
487	0.001817862464
488	0.001816637789
489	0.001816023955
490	0.001815378124
491	0.001814851513
492	0.001814466276
493	0.001814092245
494	0.001813602431
495	0.001812927003
496	0.001811445002
497	0.001811174735
498	0.00181063967
499	0.001809540876
500	0.001804861313
501	0.001797306447
502	0.001796611726
503	0.001795490365
504	0.001794497701
505	0.001793685829
506	0.001792796894
507	0.00179193517
508	0.001790937317
509	0.001790319774
510	0.001789929794
511	0.001789276508
512	0.001788607617
513	0.001788377004
514	0.001788055635
515	0.001787444011
516	0.001787244978
517	0.001786950688
518	0.001785569846
519	0.001785048575
520	0.00177776315
521	0.001777084788
522	0.00177634074
523	0.001775018125
524	0.001773540508
525	0.001772474848
526	0.001769936617
527	0.001768071206
528	0.001766561013
529	0.001765567863
530	0.001764865502
531	0.001764065545
532	0.001763822199
533	0.001762450042
534	0.001762181218
535	0.001761629852
536	0.001756555183
537	0.001756231569
538	0.001755290123
539	0.001754863158
540	0.001754318872
541	0.001754068242
542	0.001752847259
543	0.001751691966
544	0.001749143255
545	0.001746215514
546	0.001741660401
547	0.001740600577
548	0.001738912673
549	0.001738441453
550	0.001737984343
551	0.001736950304
552	0.001730598695
553	0.001729928456
554	0.001729449573
555	0.001729008235
556	0.001727472711
557	0.001726858367
558	0.001726424563
559	0.001725906894
560	0.001725638653
561	0.001725211836
562	0.001724648163
563	0.001723484073
564	0.001723043256
565	0.001718271445
566	0.001717396959
567	0.00171522482
568	0.001714658567
569	0.001713302545
570	0.001712428117
571	0.001712045167
572	0.001711590409
573	0.00171110928
574	0.001710818928
575	0.001708243575
576	0.001707534482
577	0.001706600933
578	0.001705635961
579	0.001705143816
580	0.001704489619
581	0.001703782922
582	0.001702769586
583	0.001701968801
584	0.001697682123
585	0.001696964052
586	0.001696649518
587	0.001696366646
588	0.001695613873
589	0.001695170466
590	0.001691660505
591	0.001690125908
592	0.001689573407
593	0.001689252482
594	0.001688922913
595	0.001687794345
596	0.001685746488
597	0.001685487836
598	0.001684832274
599	0.001682566948
600	0.001681990668
601	0.001681182009
602	0.001676717039
603	0.00167607724
604	0.00167176541
605	0.001670809589
606	0.001670388202
607	0.001670090829
608	0.00166972002
609	0.001668849972
610	0.001668082958
611	0.001667801889
612	0.001667504726
613	0.00166716067
614	0.001666865282
615	0.00166658961
616	0.001666350099
617	0.001665834
618	0.001665044499
619	0.001664636443
620	0.001658729404
621	0.001658245879
622	0.001657955729
623	0.001657735666
624	0.001657118348
625	0.001656438591
626	0.001656034333
627	0.00165563052
628	0.001655286036
629	0.001654955584
630	0.001654518409
631	0.001652324368
632	0.001651910054
633	0.001651409358
634	0.001647410229
635	0.001646903299
636	0.001646673091
637	0.001643987031
638	0.001643810561
639	0.001643631126
640	0.001643346361
641	0.001642649071
642	0.001642162951
643	0.001641939197
644	0.001639310116
645	0.001637051918
646	0.001636441118
647	0.001635875044
648	0.00163391843
649	0.001633577311
650	0.001633396154
651	0.001632487092
652	0.001631727527
653	0.001629289327
654	0.001628701344
655	0.001628056821
656	0.001623023596
657	0.001622137166
658	0.001621740979
659	0.001621241889
660	0.001620373168
661	0.001616336892
662	0.001614638412
663	0.001614333042
664	0.00161274138
665	0.001612123046
666	0.00161176013
667	0.001610866554
668	0.001610374933
669	0.001605286303
670	0.001603508819
671	0.001603085298
672	0.001602887482
673	0.001602674378
674	0.00160223639
675	0.001600833393
676	0.001600428835
677	0.00159999283
678	0.001599526145
679	0.001598826296
680	0.001598569851
681	0.00159813424
682	0.00159789079
683	0.001596892329
684	0.001596485257
685	0.001596314751
686	0.00159596574
687	0.001592758067
688	0.001592219961
689	0.001588420316
690	0.00158486967
691	0.00158154571
692	0.001579414889
693	0.001579260488
694	0.001579071807
695	0.001577451744
696	0.001576763772
697	0.001576367957
698	0.001573382664
699	0.001571575848
700	0.001570162937
701	0.001569828222
702	0.001568846946
703	0.001567968551
704	0.001567556319
705	0.001566831252
706	0.001566449279
707	0.001566201065
708	0.001565823485
709	0.001565457036
710	0.001564817336
711	0.001564080146
712	0.001563305623
713	0.001563084116
714	0.001558961158
715	0.001558679841
716	0.001557253988
717	0.001556985548
718	0.001556646789
719	0.001556193032
720	0.001555803307
721	0.00155498979
722	0.001554726577
723	0.001553759091
724	0.001553203369
725	0.001553016499
726	0.001552707006
727	0.001552445097
728	0.00155218687
729	0.001551669022
730	0.001551489477
731	0.001551105099
732	0.001548420197
733	0.001548013614
734	0.00154767961
735	0.001547445916
736	0.001546849509
737	0.00154658141
738	0.001546334837
739	0.001545880273
740	0.001545387823
741	0.001545228905
742	0.001543708155
743	0.001543476387
744	0.001542982754
745	0.001542698648
746	0.001542359357
747	0.001542105938
748	0.001541810574
749	0.001541201681
750	0.00154097287
751	0.00154078786
752	0.001540499563
753	0.001539954036
754	0.001539810355
755	0.001538655143
756	0.001538431178
757	0.001536319722
758	0.001535964063
759	0.001535069282
760	0.001534479612
761	0.001533593574
762	0.00153326137
763	0.001533047376
764	0.001532689872
765	0.001532372749
766	0.001529595597
767	0.001528416184
768	0.00152754919
769	0.001527244328
770	0.001523884589
771	0.001523546996
772	0.001523253261
773	0.001523101793
774	0.001522329566
775	0.001522028911
776	0.001519767235
777	0.001519163149
778	0.001518587193
779	0.001518198967
780	0.001517628583
781	0.001516871438
782	0.001515159035
783	0.001514529685
784	0.001513832349
785	0.00151358026
786	0.001513027209
787	0.001512760573
788	0.001512370902
789	0.001511439159
790	0.001509420533
791	0.001508957682
792	0.001508324103
793	0.001505035922
794	0.001504787805
795	0.001503157091
796	0.00150253442
797	0.001502360703
798	0.001501334875
799	0.001501052294
800	0.00150062188
801	0.001500243647
802	0.001499853929
803	0.001499710479
804	0.001498582471
805	0.001496761628
806	0.001495277493
807	0.001492932478
808	0.001491829482
809	0.001491194188
810	0.001490339366
811	0.001490130405
812	0.001489427364
813	0.001489031475
814	0.00148887865
815	0.001488552549
816	0.001488246506
817	0.001487729819
818	0.001487437262
819	0.001487017475
820	0.001486829737
821	0.001486398571
822	0.001485910259
823	0.001485759004
824	0.001484865114
825	0.00148446364
826	0.00148402493
827	0.001483546519
828	0.001482824434
829	0.001481556345
830	0.001481401101
831	0.001481203192
832	0.001479985315
833	0.001479279723
834	0.001477624502
835	0.001476202392
836	0.001475713382
837	0.001475518158
838	0.001474664438
839	0.001474266628
840	0.001471994693
841	0.001471408015
842	0.001471052756
843	0.001470741775
844	0.001470354919
845	0.001469953403
846	0.001469562259
847	0.001468275213
848	0.001467939697
849	0.001464957088
850	0.001464542504
851	0.001463161483
852	0.00146215466
853	0.001461534245
854	0.001461210248
855	0.001460707054
856	0.001460527396
857	0.001460335644
858	0.001460165438
859	0.001459919936
860	0.001459753618
861	0.001459218543
862	0.001458937711
863	0.001458573824
864	0.001458237737
865	0.001457579576
866	0.001457364265
867	0.001455170964
868	0.001455030545
869	0.001454776434
870	0.001454480586
871	0.001454284742
872	0.001453991052
873	0.001453817496
874	0.001453286231
875	0.001453047227
876	0.001452753041
877	0.001452246673
878	0.001451912486
879	0.001451411559
880	0.001451215952
881	0.001450971489
882	0.00145077777
883	0.001450464573
884	0.001447789347
885	0.001447437775
886	0.001446836985
887	0.001446433901
888	0.001445540576
889	0.001445270072
890	0.001445078234
891	0.001444914759
892	0.001444774688
893	0.001443753385
894	0.001443349279
895	0.001442870904
896	0.001441999588
897	0.001441376888
898	0.001440820174
899	0.001440652802
900	0.00144055056
901	0.001440229211
902	0.001440100601
903	0.001439834475
904	0.0014396445
905	0.001438983763
906	0.001438789313
907	0.001438664204
908	0.001437932159
909	0.001437414814
910	0.001436688714
911	0.001436531877
912	0.001436371495
913	0.001434008255
914	0.001433806676
915	0.001433292414
916	0.001433054802
917	0.001431982706
918	0.00143066029
919	0.001430446127
920	0.001429909554
921	0.001429647908
922	0.00142946104
923	0.001429201091
924	0.001426992607
925	0.001426312251
926	0.001426137416
927	0.001425380017
928	0.001425091967
929	0.001424587849
930	0.001423686925
931	0.001423480805
932	0.001423356949
933	0.00141987575
934	0.001418748821
935	0.001418492432
936	0.001418352612
937	0.001417997713
938	0.001416887663
939	0.001416700832
940	0.001416091824
941	0.001415944184
942	0.001415288552
943	0.001414989345
944	0.001414088419
945	0.001413237105
946	0.001412432342
947	0.001411671305
948	0.001410948538
949	0.001410264973
950	0.001409008874
951	0.001408520491
952	0.001407484386
953	0.001406634329
954	0.001406202536
955	0.001405186014
956	0.001404465903
957	0.001403947213
958	0.001402891745
959	0.001402760891
960	0.001401807816
961	0.001400851895
962	0.001399993946
963	0.001399810606
964	0.001399572697
965	0.001398565895
966	0.001397599985
967	0.001396960397
968	0.001394780324
969	0.001394564099
970	0.001393137447
971	0.001392637965
972	0.001390791514
973	0.001390555766
974	0.001389520486
975	0.001389374753
976	0.001389233116
977	0.001388962131
978	0.001386968321
979	0.001386404742
980	0.001386118635
981	0.001385920059
982	0.001385804767
983	0.001385680861
984	0.001384930512
985	0.001384547689
986	0.001383918183
987	0.001383798126
988	0.001383336621
989	0.001382523128
990	0.001382120641
991	0.0013813747
992	0.001380684806
993	0.00138027037
994	0.001379250986
995	0.001378567783
996	0.001378087283
997	0.001377932927
998	0.001377650678
999	0.001377480264
